relative_lateness,prs_score,prs_trend,dispute_rate,response_rate,partial_payment_rate,amount_tier,days_since_last_contact,active_promise_flag,days_until_promised_date,broken_promise_streak,segment,intervention_type,paid_within_N,customer_id,risk_tier,lateness_bucket
-0.84375,0.2831924801655743,-0.0030462228354605054,0.0,0.0,0.0,4,9999,False,-1,1,SMB,none,False,train-0622-disputer,near_term,<=0.3
-0.5106382978723404,0.625,0.0006818181818181802,0.0,0.0,0.0,4,9999,False,-1,0,Mid-Market,none,False,train-0491-non_responsive,near_term,<=0.3
-0.8659793814432989,0.6824472491062865,0.00010880317694337753,0.0,0.25,0.0,0,9999,False,-1,0,Enterprise,plan_proposal,False,train-0183-disputer,near_term,<=0.3
-0.8659793814432989,0.5986568986568986,0.000873145373145373,0.0,0.5,0.0,1,9999,False,-1,0,SMB,none,True,train-0179-reliable_always_late,near_term,<=0.3
-0.8659793814432989,0.8253860355824102,0.0009768531233788074,0.0,0.5,0.0,1,9999,False,-1,0,SMB,none,False,train-0256-cash_flow_strained_genuine,near_term,<=0.3
-0.6206896551724138,0.8875,0.002295454545454545,0.0,0.25,0.0,1,9999,False,-1,0,SMB,none,True,train-0725-degrading,near_term,<=0.3
-1.1666666666666667,0.5575770175021778,-0.0001890753205878824,0.0,0.0,0.0,4,9999,False,-1,0,SMB,none,True,train-0050-disputer,near_term,<=0.3
-0.8735632183908046,0.45303261977573905,-0.0016803341145392374,0.0,1.0,0.0,0,9999,False,-1,2,SMB,none,False,train-0412-degrading,near_term,<=0.3
-0.8659793814432989,0.4,0.0008636363636363646,0.0,0.0,0.0,1,9999,False,-1,1,SMB,none,False,train-0018-serial_promiser,near_term,<=0.3
-0.8659793814432989,0.8269636286096342,0.00559124927483403,0.0,1.0,0.0,4,9999,False,-1,0,Mid-Market,none,False,train-0160-reliable_always_late,near_term,<=0.3
-1.1063829787234043,0.2980075763575407,-0.004030725697997992,0.0,0.3333333333333333,0.0,4,9999,False,-1,1,SMB,none,False,train-0674-degrading,near_term,<=0.3
-0.8659793814432989,0.4,0.0011868686868686874,0.0,0.0,0.0,4,9999,False,-1,1,Mid-Market,soft_reminder,False,train-0598-non_responsive,near_term,<=0.3
-0.8659793814432989,0.757530454042082,-0.000731652068861376,0.0,0.0,0.0,4,9999,False,-1,0,Enterprise,channel_escalation,False,train-0605-reliable_always_late,near_term,<=0.3
-0.8659793814432989,0.9249999999999999,0.0025151515151515132,0.0,0.0,0.0,0,9999,False,-1,0,Enterprise,none,False,train-0518-cash_flow_strained_genuine,near_term,<=0.3
-0.29,0.30500000000000005,-0.004480303030303031,0.0,0.2,0.0,0,9999,False,-1,1,Enterprise,none,False,train-0156-non_responsive,near_term,<=0.3
-0.5858585858585859,0.15,-0.0018181818181818206,0.0,0.0,0.0,4,9999,False,-1,1,Mid-Market,none,False,train-0563-serial_promiser,near_term,<=0.3
-0.5858585858585859,0.16724137931034466,-0.004405956112852667,0.0,0.0,0.0,0,9999,False,-1,2,SMB,none,False,train-0308-serial_promiser,near_term,<=0.3
-0.5858585858585859,0.7009615384615385,-0.00013111888111888364,0.0,0.0,0.0,0,9999,False,-1,0,Enterprise,none,True,train-0597-reliable_always_late,near_term,<=0.3
-0.5858585858585859,0.7168300653594771,-0.00045365418894830693,0.0,0.0,0.0,4,9999,False,-1,0,Mid-Market,none,False,train-0277-disputer,near_term,<=0.3
-0.7,0.2984536082474227,-0.003559284358253434,0.0,0.0,0.0,4,9999,False,-1,1,Mid-Market,firm_reminder,False,train-0265-degrading,near_term,<=0.3
-0.8877551020408164,0.6978620998432952,-1.8197221294446684e-05,0.0,0.5,0.0,4,9999,False,-1,0,Enterprise,plan_proposal,True,train-0579-disputer,near_term,<=0.3
-0.7,0.42810663308144414,-0.002271527965711616,0.0,0.0,0.0,1,9999,False,-1,0,SMB,none,False,train-0709-degrading,near_term,<=0.3
-0.7252747252747253,0.7950908198330878,0.0013217075021198744,0.0,0.5,0.0,0,9999,False,-1,0,SMB,none,False,train-0296-degrading,near_term,<=0.3
-0.8877551020408164,0.28028033794162827,-0.0002868547223385956,0.0,0.0,0.0,1,9999,False,-1,1,Enterprise,none,True,train-0532-disputer,near_term,<=0.3
-0.8877551020408164,0.756929990539262,0.0003969799840465982,0.0,0.0,0.0,3,9999,False,-1,0,Mid-Market,channel_escalation,False,train-0120-degrading,near_term,<=0.3
-0.8210526315789474,0.5394062614558992,-0.0034347981293004586,0.0,0.0,0.0,0,9999,False,-1,1,SMB,soft_reminder,False,train-0683-reliable_always_late,near_term,<=0.3
-1.075268817204301,0.6032296138069755,-0.002248077883271642,0.0,0.0,0.0,0,9999,False,-1,0,Mid-Market,soft_reminder,False,train-0058-degrading,near_term,<=0.3
-1.0434782608695652,0.48555247341655106,-0.001219938955015132,0.0,0.0,0.0,3,9999,False,-1,0,Mid-Market,none,True,train-0502-degrading,near_term,<=0.3
-1.1958762886597938,0.7806930693069307,0.0017886288628862891,0.0,0.0,0.0,0,9999,False,-1,0,Mid-Market,soft_reminder,True,train-0400-model_citizen,near_term,<=0.3
-0.84375,0.7,0.0010094185094185117,0.0,0.5,0.0,0,9999,False,-1,0,Mid-Market,none,True,train-0061-reliable_always_late,near_term,<=0.3
-0.8877551020408164,0.47500000000000003,0.0015909090909090912,0.0,0.0,0.0,4,9999,False,-1,3,Mid-Market,none,True,train-0053-serial_promiser,near_term,<=0.3
-1.1958762886597938,0.571186117467582,-0.00048764656519140914,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0027-disputer,near_term,<=0.3
-1.1958762886597938,0.5919674225487065,0.00011864716761237076,0.0,0.0,0.0,4,9999,False,-1,0,Enterprise,link_resend,True,train-0368-serial_promiser,near_term,<=0.3
-0.8877551020408164,0.7708732567200091,0.0012314204671717492,0.0,0.5,0.0,1,9999,False,-1,0,Enterprise,link_resend,True,train-0034-reliable_always_late,near_term,<=0.3
-0.6,0.6086591670818281,0.0029833227800558446,0.0,0.0,0.0,0,9999,False,-1,0,SMB,firm_reminder,True,train-0164-cash_flow_strained_genuine,near_term,<=0.3
-0.5567010309278351,0.3210034013605443,-0.001173314780457639,0.0,0.25,0.0,0,9999,False,-1,1,Enterprise,firm_reminder,False,train-0720-cash_flow_strained_genuine,near_term,<=0.3
-0.7252747252747253,0.2832485042050661,-0.008048657696074669,0.0,0.4,0.0,0,6,False,-1,3,Mid-Market,firm_reminder,False,train-0552-degrading,near_term,<=0.3
-0.6,0.625,0.0006818181818181802,0.0,0.0,0.0,4,9999,False,-1,0,Mid-Market,none,False,train-0715-serial_promiser,near_term,<=0.3
-0.9090909090909091,0.5115211386203152,-0.0005713507944612291,0.0,0.5,0.0,0,9999,False,-1,0,SMB,none,True,train-0385-serial_promiser,near_term,<=0.3
-0.9090909090909091,0.3680114913814639,-0.0028141143845027737,0.0,1.0,0.0,0,9999,False,-1,1,Enterprise,none,True,train-0210-degrading,near_term,<=0.3
-0.7978723404255319,0.8503466771323914,0.0006231030873888026,0.0,0.6666666666666666,0.0,0,9999,False,-1,0,SMB,firm_reminder,True,train-0135-reliable_always_late,near_term,<=0.3
-0.9090909090909091,0.20370045982045104,-0.00511617931007027,0.0,0.0,0.0,1,9999,False,-1,1,Enterprise,none,True,train-0003-serial_promiser,near_term,<=0.3
-0.7741935483870968,0.26914337031199426,-0.005607546474077032,0.0,0.0,0.0,1,6,False,-1,2,Enterprise,none,False,train-0339-degrading,near_term,<=0.3
-0.9090909090909091,0.785483870967742,0.0031697388632872516,0.0,0.0,0.0,1,9999,False,-1,0,Enterprise,link_resend,False,train-0245-disputer,near_term,<=0.3
-0.9090909090909091,0.5013370572854766,-0.0009017978693519457,0.0,0.0,0.0,0,9999,False,-1,0,Enterprise,plan_proposal,True,train-0746-disputer,near_term,<=0.3
-1.2244897959183674,0.7467671303451829,0.0027256279819071402,0.0,0.0,0.0,1,9999,False,-1,0,Mid-Market,none,False,train-0578-disputer,near_term,<=0.3
-1.3978494623655913,0.5105194428322694,-0.0005015951165825974,0.0,0.0,0.0,4,9999,False,-1,0,SMB,plan_proposal,False,train-0493-degrading,near_term,<=0.3
-0.26804123711340205,0.46140248163851655,0.0010737499579483768,0.0,0.4,0.0,0,9999,False,-1,1,Enterprise,none,False,train-0670-non_responsive,near_term,<=0.3
-0.9090909090909091,0.18512591197928924,-0.003985171793244282,0.0,0.0,0.0,1,9999,False,-1,1,Mid-Market,none,True,train-0473-disputer,near_term,<=0.3
-0.7741935483870968,0.30017974366989686,-0.0008095321127171384,0.0,0.5,0.0,4,9999,False,-1,4,Mid-Market,none,False,train-0335-degrading,near_term,<=0.3
-0.8877551020408164,0.15,-0.0029848484848484878,0.0,0.0,0.0,1,9999,False,-1,1,Enterprise,none,False,train-0281-disputer,near_term,<=0.3
-0.7978723404255319,0.21193415112019764,-0.004112372860947506,0.0,0.2,0.0,0,9999,False,-1,2,Enterprise,firm_reminder,False,train-0465-degrading,near_term,<=0.3
-0.8877551020408164,0.6180944147542701,0.0002350604441141999,0.0,0.0,0.0,0,9999,False,-1,0,Enterprise,none,False,train-0589-reliable_always_late,near_term,<=0.3
-0.7741935483870968,0.47500000000000003,-0.002309917355371903,0.0,0.5,0.0,4,9999,False,-1,1,Enterprise,none,True,train-0052-degrading,near_term,<=0.3
-0.8877551020408164,0.30003471109687063,-0.0011513258182594946,0.0,0.3333333333333333,0.0,4,9999,False,-1,2,SMB,none,False,train-0395-degrading,near_term,<=0.3
-1.1666666666666667,0.6909365874009179,0.0024627321374337866,0.0,0.3333333333333333,0.0,2,9999,False,-1,0,Enterprise,channel_escalation,True,train-0438-degrading,near_term,<=0.3
-1.0434782608695652,0.5393712036157412,0.0006256053021425499,0.0,0.25,0.0,4,6,False,-1,0,Mid-Market,none,False,train-0029-degrading,near_term,<=0.3
-0.8659793814432989,0.47500000000000003,-0.0005909090909090902,0.0,0.5,0.0,3,9999,False,-1,1,Mid-Market,none,False,train-0526-degrading,near_term,<=0.3
-0.8877551020408164,0.58012318613634,1.4202579771157983e-05,0.0,0.0,0.0,1,9999,False,-1,0,Mid-Market,link_resend,False,train-0575-disputer,near_term,<=0.3
-1.1368421052631579,0.511035288331489,-0.0011966249116667023,0.0,0.0,0.0,3,9999,False,-1,0,Enterprise,channel_escalation,False,train-0524-degrading,near_term,<=0.3
-1.0434782608695652,0.5996140607072078,5.082177983014793e-05,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0734-disputer,near_term,<=0.3
-0.8659793814432989,0.2874949000407997,-0.003522755090686549,0.0,0.0,0.0,1,9999,False,-1,1,Mid-Market,none,False,train-0244-degrading,near_term,<=0.3
-1.1063829787234043,0.500297938267191,9.93528853724568e-05,0.0,0.0,0.0,3,9999,False,-1,0,SMB,none,False,train-0468-degrading,near_term,<=0.3
-1.1958762886597938,0.5002701760800108,-0.0033516933939496357,0.0,0.5,0.0,0,9999,False,-1,1,Enterprise,soft_reminder,False,train-0194-degrading,near_term,<=0.3
-0.9090909090909091,0.4924029054254373,0.00044731985559525237,0.0,0.0,0.0,4,9999,False,-1,0,Mid-Market,none,True,train-0263-cash_flow_strained_genuine,near_term,<=0.3
1.1388888888888888,0.38891380565024924,-0.006692287855340152,0.0,0.2,0.0,0,6,False,-1,3,Mid-Market,link_resend,False,train-0383-degrading,aging,"(1.0,1.5]"
1.0810810810810811,0.275,-0.003272727272727273,0.0,0.0,0.0,4,6,False,-1,1,SMB,plan_proposal,False,train-0379-degrading,aging,"(1.0,1.5]"
1.0263157894736843,0.30500000000000005,0.0002909090909090909,0.0,0.2,0.0,0,6,False,-1,5,Enterprise,none,False,train-0569-degrading,aging,"(1.0,1.5]"
0.8333333333333334,0.38470218377977045,-0.006798532759449529,0.0,0.5,0.0,4,6,False,-1,3,SMB,none,False,train-0461-degrading,near_term,"(0.6,1.0]"
1.8,0.2371212121212121,-0.0037548209366391203,0.0,0.0,0.0,0,12,False,-1,2,Mid-Market,firm_reminder,False,train-0580-degrading,aging,>1.5
1.7073170731707317,0.18,-0.0043681818181818205,0.0,0.2,0.0,4,6,False,-1,1,Mid-Market,channel_escalation,False,train-0409-degrading,aging,>1.5
1.3777777777777778,0.34772052868919556,-0.004166246890856417,0.0,0.2,0.0,4,6,False,-1,4,SMB,soft_reminder,False,train-0241-degrading,aging,"(1.0,1.5]"
0.6041666666666666,0.275,-1.9729180880970506e-18,0.0,0.0,0.0,0,6,False,-1,2,Mid-Market,soft_reminder,True,train-0165-non_responsive,near_term,"(0.6,1.0]"
0.5098039215686274,0.725,0.0034090909090909094,0.0,0.0,0.0,0,6,False,-1,0,Enterprise,link_resend,True,train-0239-non_responsive,near_term,"(0.3,0.6]"
0.6382978723404256,0.30500000000000005,-0.0007696969696969711,0.0,0.2,0.0,0,6,False,-1,2,SMB,firm_reminder,False,train-0494-degrading,near_term,"(0.6,1.0]"
1.3043478260869565,0.27089743589743587,-0.0037794871794871814,0.0,0.4,0.0,0,6,False,-1,3,Mid-Market,firm_reminder,False,train-0613-degrading,aging,"(1.0,1.5]"
1.1666666666666667,0.3774637681159422,-0.0006535573122529671,0.0,0.2,0.0,0,6,False,-1,1,SMB,channel_escalation,False,train-0448-degrading,aging,"(1.0,1.5]"
0.4807692307692308,0.3125,-0.003022727272727274,0.0,0.25,0.0,0,6,False,-1,1,Mid-Market,plan_proposal,False,train-0014-non_responsive,near_term,"(0.3,0.6]"
0.4528301886792453,0.275,-0.0012272727272727298,0.0,0.0,0.0,4,18,False,-1,1,Enterprise,none,True,train-0227-non_responsive,near_term,"(0.3,0.6]"
0.4528301886792453,0.275,-1.9729180880970506e-18,0.0,0.0,0.0,4,6,False,-1,1,Enterprise,soft_reminder,False,train-0458-non_responsive,near_term,"(0.3,0.6]"
0.4528301886792453,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,4,6,False,-1,0,SMB,firm_reminder,True,train-0525-non_responsive,near_term,"(0.3,0.6]"
0.9230769230769231,0.32499999999999996,-0.002924242424242427,0.0,0.3333333333333333,0.0,2,12,False,-1,4,Mid-Market,channel_escalation,False,train-0219-degrading,near_term,"(0.6,1.0]"
1.1020408163265305,0.5816750895513163,-0.0029746198552830874,0.0,0.6,0.0,4,6,False,-1,1,Enterprise,link_resend,False,train-0435-degrading,aging,"(1.0,1.5]"
0.4,0.275,-0.003681818181818183,0.0,0.0,0.0,0,9999,False,-1,2,Mid-Market,channel_escalation,True,train-0188-non_responsive,near_term,"(0.3,0.6]"
1.1020408163265305,0.26620370370370366,-0.004665824915824919,0.0,0.25,0.0,2,6,False,-1,2,SMB,plan_proposal,False,train-0189-degrading,aging,"(1.0,1.5]"
0.3508771929824561,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,0,6,False,-1,0,Mid-Market,link_resend,True,train-0200-non_responsive,near_term,"(0.3,0.6]"
0.7142857142857143,0.24987844851309182,-0.0036055054170864138,0.0,0.3333333333333333,0.0,0,6,False,-1,2,SMB,link_resend,False,train-0159-degrading,near_term,"(0.6,1.0]"
1.2340425531914894,0.3593478260869565,-0.0029855731225296453,0.0,0.2,0.0,4,6,False,-1,2,Mid-Market,none,False,train-0587-degrading,aging,"(1.0,1.5]"
0.7142857142857143,0.15,-0.0030454545454545474,0.0,0.0,0.0,2,6,False,-1,2,SMB,plan_proposal,False,train-0388-degrading,near_term,"(0.6,1.0]"
0.9803921568627451,0.3618055555555555,-0.0027373737373737397,0.0,0.0,0.0,2,6,False,-1,2,SMB,none,False,train-0692-degrading,near_term,"(0.6,1.0]"
0.3275862068965517,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,4,18,False,-1,0,Mid-Market,plan_proposal,True,train-0554-non_responsive,near_term,"(0.3,0.6]"
0.6666666666666666,0.4236098338541406,-0.005043245880276129,0.0,0.5,0.0,4,30,False,-1,2,Enterprise,soft_reminder,False,train-0484-degrading,near_term,"(0.6,1.0]"
0.7636363636363637,0.2560154093339052,-0.005461868318959336,0.0,0.0,0.0,4,6,False,-1,2,Enterprise,firm_reminder,False,train-0624-degrading,near_term,"(0.6,1.0]"
1.04,0.30833333333333335,-0.003106060606060606,0.0,0.0,0.0,2,6,False,-1,1,Enterprise,soft_reminder,False,train-0604-degrading,aging,"(1.0,1.5]"
0.2833333333333333,0.275,-0.002181818181818181,0.0,0.0,0.0,0,36,False,-1,6,Mid-Market,none,True,train-0345-serial_promiser,near_term,<=0.3
0.26229508196721313,0.5,-0.0010909090909090899,0.0,0.0,0.0,0,6,False,-1,0,SMB,firm_reminder,False,train-0653-non_responsive,near_term,<=0.3
0.2833333333333333,0.5,-0.0007272727272727273,0.0,0.0,0.0,0,6,False,-1,0,SMB,firm_reminder,True,train-0689-non_responsive,near_term,<=0.3
0.576271186440678,0.1875,-0.005477272727272729,0.0,0.25,0.0,2,6,False,-1,4,Mid-Market,none,False,train-0620-degrading,near_term,"(0.3,0.6]"
0.5333333333333333,0.3875,-0.002931818181818183,0.0,0.75,0.0,0,6,False,-1,1,SMB,soft_reminder,False,train-0268-degrading,near_term,"(0.3,0.6]"
0.4918032786885246,0.22703272853142026,-0.0023716169824990405,0.0,0.0,0.0,2,12,False,-1,1,Mid-Market,soft_reminder,False,train-0187-degrading,near_term,"(0.3,0.6]"
0.2222222222222222,0.34569254780743963,0.001469345016575311,0.0,0.2,0.0,4,18,False,-1,6,SMB,firm_reminder,True,train-0749-serial_promiser,near_term,<=0.3
0.576271186440678,0.48037910712275494,-0.0020722323268117,0.0,0.5,0.0,2,6,False,-1,2,Enterprise,firm_reminder,False,train-0654-degrading,near_term,"(0.3,0.6]"
1.0178571428571428,0.30207862346144176,-0.0043630461093355525,0.0,0.3333333333333333,0.0,4,6,False,-1,6,Enterprise,firm_reminder,False,train-0416-degrading,aging,"(1.0,1.5]"
0.18461538461538463,0.35306839132677764,-0.003593548012762344,0.0,0.25,0.0,0,12,False,-1,4,Mid-Market,none,False,train-0097-serial_promiser,near_term,<=0.3
0.203125,0.275,-0.002863636363636364,0.0,0.0,0.0,0,6,False,-1,1,Mid-Market,none,True,train-0601-non_responsive,near_term,<=0.3
0.6206896551724138,0.4234941246860645,-0.003730417349443683,0.0,1.0,0.0,0,9999,False,-1,1,Enterprise,channel_escalation,False,train-0548-degrading,near_term,"(0.6,1.0]"
0.16666666666666666,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,0,6,False,-1,0,SMB,none,True,train-0349-non_responsive,near_term,<=0.3
0.2222222222222222,0.5,-0.000727272727272728,0.0,0.0,0.0,0,12,False,-1,0,SMB,none,False,train-0679-non_responsive,near_term,<=0.3
0.45161290322580644,0.5073763317086574,-0.002276391637233916,0.0,0.0,0.0,0,9999,False,-1,0,Enterprise,channel_escalation,False,train-0036-degrading,near_term,"(0.3,0.6]"
0.576271186440678,0.15,-0.004212121212121214,0.0,0.0,0.0,4,6,False,-1,1,Enterprise,link_resend,False,train-0072-degrading,near_term,"(0.3,0.6]"
0.30303030303030304,0.561962819932905,-0.002784676968245471,0.0,0.3333333333333333,0.0,2,6,False,-1,0,Mid-Market,plan_proposal,True,train-0234-disputer,near_term,"(0.3,0.6]"
0.14925373134328357,0.775,0.0015000000000000005,0.0,0.3333333333333333,0.0,0,6,False,-1,0,SMB,none,False,train-0451-non_responsive,near_term,<=0.3
0.1323529411764706,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,4,6,False,-1,0,SMB,plan_proposal,False,train-0600-non_responsive,near_term,<=0.3
0.1323529411764706,0.5,-0.00040909090909090843,0.0,0.0,0.0,0,18,False,-1,0,Enterprise,none,False,train-0628-non_responsive,near_term,<=0.3
0.26229508196721313,0.275,-0.002863636363636364,0.0,0.0,0.0,4,9999,False,-1,2,SMB,plan_proposal,True,train-0659-non_responsive,near_term,<=0.3
0.4126984126984127,0.5694444444444444,-3.8720538720538924e-05,0.0,0.0,0.0,4,12,False,-1,0,Enterprise,none,False,train-0017-degrading,near_term,"(0.3,0.6]"
0.3384615384615385,0.3735273755075078,-0.005529211073580945,0.0,0.0,0.0,0,6,False,-1,2,Enterprise,firm_reminder,False,train-0737-degrading,near_term,"(0.3,0.6]"
0.4126984126984127,0.4279742287119651,0.0002805328300113894,0.0,0.0,0.0,4,6,False,-1,1,SMB,channel_escalation,False,train-0522-degrading,near_term,"(0.3,0.6]"
0.11594202898550725,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,4,6,False,-1,0,Mid-Market,none,False,train-0190-non_responsive,near_term,<=0.3
0.11594202898550725,0.275,-0.002181818181818181,0.0,0.0,0.0,0,9999,False,-1,1,Enterprise,none,True,train-0380-non_responsive,near_term,<=0.3
0.7142857142857143,0.3222222222222222,-0.0022676767676767704,0.0,0.5,0.0,2,6,False,-1,1,Mid-Market,link_resend,False,train-0045-degrading,near_term,"(0.6,1.0]"
0.375,0.1849099099099099,-0.004774092274092279,0.0,0.0,0.0,4,9999,False,-1,3,SMB,link_resend,False,train-0602-degrading,near_term,"(0.3,0.6]"
0.1,0.30500000000000005,-0.0029818181818181827,0.0,0.2,0.0,4,12,False,-1,1,Enterprise,none,True,train-0534-non_responsive,near_term,<=0.3
0.1,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,0,12,False,-1,0,Enterprise,none,True,train-0695-non_responsive,near_term,<=0.3
0.1,0.39667508955131636,-0.0029514079511650674,0.0,0.2,0.0,4,6,False,-1,1,SMB,none,True,train-0736-non_responsive,near_term,<=0.3
0.11594202898550725,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,0,18,False,-1,0,Enterprise,none,False,train-0113-non_responsive,near_term,<=0.3
0.1,0.35000000000000003,0.00022727272727272608,0.0,0.5,0.0,4,12,False,-1,4,SMB,none,True,train-0667-serial_promiser,near_term,<=0.3
0.6666666666666666,0.18,-0.004209090909090911,0.0,0.2,0.0,0,6,False,-1,3,Enterprise,plan_proposal,False,train-0450-degrading,near_term,"(0.6,1.0]"
0.26865671641791045,0.7901041666666667,0.0009864267676767686,0.0,0.0,0.0,4,12,False,-1,0,Enterprise,soft_reminder,False,train-0510-degrading,near_term,<=0.3
0.0547945205479452,0.5,-0.00040909090909090843,0.0,0.0,0.0,0,12,False,-1,0,SMB,none,False,train-0266-non_responsive,near_term,<=0.3
0.04054054054054054,0.5,-0.0007272727272727273,0.0,0.0,0.0,0,6,False,-1,0,Enterprise,none,False,train-0176-non_responsive,near_term,<=0.3
0.04054054054054054,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,0,9999,False,-1,0,Mid-Market,plan_proposal,False,train-0285-non_responsive,near_term,<=0.3
0.04054054054054054,0.5,-0.0015909090909090918,0.0,0.0,0.0,4,12,False,-1,0,SMB,none,False,train-0426-non_responsive,near_term,<=0.3
0.08450704225352113,0.275,-0.003272727272727274,0.0,0.0,0.0,0,12,False,-1,1,Mid-Market,none,True,train-0699-non_responsive,near_term,<=0.3
0.2028985507246377,0.25625000000000003,-0.003909090909090909,0.0,0.5,0.0,2,12,False,-1,2,Mid-Market,none,False,train-0616-degrading,near_term,<=0.3
0.02666666666666667,0.4088027842550864,-0.0008586431725122893,0.0,0.2,0.0,4,6,False,-1,1,Mid-Market,none,False,train-0040-non_responsive,near_term,<=0.3
0.0547945205479452,0.5,-0.00015000000000000012,0.0,0.0,0.0,0,12,False,-1,0,SMB,firm_reminder,False,train-0612-non_responsive,near_term,<=0.3
0.02666666666666667,0.5,-1.9729180880970506e-18,0.0,0.0,0.0,4,6,False,-1,0,SMB,soft_reminder,False,train-0657-non_responsive,near_term,<=0.3
0.05405405405405406,0.1875,-0.004181818181818184,0.0,0.25,0.0,0,9999,False,-1,1,SMB,none,True,train-0471-non_responsive,near_term,<=0.3
0.4918032786885246,0.3634408602150538,-0.0030387748452264597,0.0,0.5,0.0,4,36,False,-1,4,Enterprise,plan_proposal,False,train-0645-degrading,near_term,"(0.3,0.6]"
0.0547945205479452,0.275,-1.9729180880970506e-18,0.0,0.0,0.0,4,6,False,-1,2,Enterprise,plan_proposal,False,train-0369-non_responsive,near_term,<=0.3
0.14084507042253522,0.4137387387387387,-0.001618345618345623,0.0,1.0,0.0,0,9999,False,-1,2,Mid-Market,none,False,train-0466-degrading,near_term,<=0.3
0.30303030303030304,0.3870833333333333,-0.0019017676767676777,0.0,0.4,0.0,0,6,False,-1,3,Enterprise,none,False,train-0242-degrading,near_term,"(0.3,0.6]"
0.375,0.7085390824015539,0.0032844368063228106,0.0,0.2,0.0,4,6,False,-1,0,Enterprise,soft_reminder,False,train-0728-degrading,near_term,"(0.3,0.6]"
0.2608695652173913,0.325,-0.002863636363636366,0.0,0.5,0.0,0,6,False,-1,5,SMB,plan_proposal,False,train-0710-degrading,near_term,<=0.3
0.02666666666666667,0.85,0.0019545454545454558,0.0,0.0,0.0,2,6,False,-1,0,Enterprise,soft_reminder,True,train-0137-cash_flow_strained_genuine,near_term,<=0.3
0.013157894736842105,0.7185421919646549,0.004629930928035003,0.0,0.25,0.0,4,6,False,-1,0,Enterprise,none,False,train-0236-cash_flow_strained_genuine,near_term,<=0.3
0.0,0.3125,-0.0003636363636363643,0.0,0.25,0.0,0,12,False,-1,4,SMB,soft_reminder,True,train-0293-serial_promiser,near_term,<=0.3
0.0,0.5375,-0.0004848484848484849,0.0,0.25,0.0,0,18,False,-1,0,Enterprise,none,True,train-0459-non_responsive,near_term,<=0.3
0.0,0.275,-0.003272727272727274,0.0,0.0,0.0,4,12,False,-1,2,SMB,none,False,train-0504-non_responsive,near_term,<=0.3
0.23529411764705882,0.39583333333333337,-0.0015151515151515154,0.0,0.0,0.0,0,9999,False,-1,0,Enterprise,none,False,train-0262-degrading,near_term,<=0.3
0.5714285714285714,0.23879093198992443,-0.0037295221507495408,0.0,0.0,0.0,4,6,False,-1,2,Enterprise,firm_reminder,False,train-0186-degrading,near_term,"(0.3,0.6]"
0.05405405405405406,0.4375,-0.0006287878787878817,0.0,0.25,0.0,2,6,False,-1,2,Enterprise,none,True,train-0209-serial_promiser,near_term,<=0.3
0.0,0.5082429220977731,0.001665351594149432,0.0,0.4,0.0,4,30,False,-1,0,SMB,none,True,train-0193-serial_promiser,near_term,<=0.3
0.0821917808219178,0.525,-0.001818181818181818,0.0,1.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0116-serial_promiser,near_term,<=0.3
0.17142857142857143,0.2899774774774775,-0.004176085176085177,0.0,0.25,0.0,0,12,False,-1,2,Enterprise,none,False,train-0422-degrading,near_term,<=0.3
-0.025974025974025976,0.3922106696606473,-0.0010182056677336688,0.0,0.0,0.0,2,6,False,-1,1,SMB,none,True,train-0697-disputer,near_term,<=0.3
0.0,0.4788851351351352,-0.0010343980343980304,0.0,0.0,0.0,1,9999,False,-1,0,SMB,none,False,train-0430-degrading,near_term,<=0.3
-0.02531645569620253,0.275,-0.003136363636363634,0.0,0.0,0.0,4,6,False,-1,2,Mid-Market,none,True,train-0283-serial_promiser,near_term,<=0.3
0.30882352941176466,0.42029359703323804,-0.002326560693650499,0.0,0.5,0.0,0,9999,False,-1,2,SMB,channel_escalation,False,train-0431-degrading,near_term,"(0.3,0.6]"
-0.03947368421052632,0.3357638888888889,-0.0012979797979797982,0.0,0.0,0.0,1,6,False,-1,2,Mid-Market,none,False,train-0289-degrading,near_term,<=0.3
-0.02531645569620253,0.566737979324655,-8.413817151009237e-05,0.0,0.5,0.0,4,9999,False,-1,1,Enterprise,none,False,train-0397-non_responsive,near_term,<=0.3
0.0,0.5,-0.0007272727272727273,0.0,0.0,0.0,0,18,False,-1,0,SMB,none,True,train-0642-non_responsive,near_term,<=0.3
-0.025974025974025976,0.4581481481481482,-0.0007936026936026923,0.0,0.4,0.0,0,12,False,-1,0,SMB,none,False,train-0671-cash_flow_strained_genuine,near_term,<=0.3
